0.6.48          Bootloader make issue (#2975)
0.6.49          Hadron: Readme, Refactor, and Configurator support (#3170)
0.6.5           Improve state/chord handling and clean up namespace
0.6.50          Disable JTAG in keyboard init
0.6.51          Disable JTAG in keyboard init
0.6.52          Clean up SEND_STRING keycodes and add media keys (#3214)
0.6.53          removed unused boxes (qmk won't compile with them anyway), updated welcome message
0.6.54          Diagonal micro move fix
0.6.55          Diagonal micro move fix
0.6.56          Addition of hard brigtness limit for RGB_Matrix (#3299)
0.6.57          Merge pull request #3229 from qmk/hf/shinydox
0.6.58          Instruct macos users to use avr-gcc@7 (#3337)
0.6.59          Add macro to play All Star chorus and print lyrics, fixes issues #3345, #3346, #3347, #3348, #3349, #3350 (#3372)
0.6.6           Tabs to spaces in usb_descriptor.h
0.6.60          Update JC65 Readme (#3384)
0.6.61          Added M10-B implementation
0.6.62          Add I2C slave library
0.6.63          Fix tapdance when one-shot is disabled.
0.6.64          Integrating Peter Fleury's HD44780 LCD library (#3209)
0.6.65          allow building with nix on darwin
0.6.66          Added gentoo to installer (#3272)
0.6.67          Update template config.h with `#pragma once` (#3415)
0.6.68          Adds support for Planck Rev 6 (#2666)
0.6.69          Lets split eh (#3120)
0.6.7           Added support for audio using pins C4, C5, B6, B7
0.6.70          Update README with rules.mk ordering information.
0.6.71          Split common (#3429)
0.6.72          Song List: Mario Mushroom (#3432)
0.6.73          DC01 keyboard addition (#3428)
0.6.74          Add #include "config_common.h" after #pragma once to config.h templates (#3444)
0.6.75          Keyboard: LFKPad refactor and Configurator support (#3439)
0.6.76          rename MIT to 1x2uC for preonic
0.6.77          Keymap: Custom (fabian) layout for Iris and Planck  (#3460)
0.6.78          Loop based vusb_transfer_keyboard
0.6.79          Fix for the Split Common I2C code's SCL_CLOCK issue (#3474)
0.6.8           Fix incorrect port direction setting in my previous pull request for pins B5, B6, B7 (#2739)
0.6.80          Keymap: Bocaj Ergodox Updates (#3364)
0.6.81          Docs: Make Bootmagic and Command docs a little easier to read (#3499)
0.6.82          Update CODE_OF_CONDUCT.md
0.6.83          Keymap: Refactor symbols layer with layer tap workaround (#3520)
0.6.84          Fix qmk_install.sh to properly target MSYS (#3455)
0.6.85          Update ISP flashing guide with pre-compiled binary (#3217)
0.6.86          Update templates used for new_project.sh (#3558)
0.6.87          Make sure 'shutdown_user' is called
0.6.88          Make sure 'shutdown_user' is called
0.6.89          RGB Driver Documentation Update (#3601)
0.6.9           Ajp10304 (#2719)
0.6.90          Update ps2avrgb readme (#3599)
0.6.91          Split Common: Serial Backlight LED fix (#3586)
0.6.92          Comment and organize build_keyboard.mk a bit
0.6.93          Rgb matrix arm (#3648)
0.6.94          Add Atreus as an official board.
0.6.95          change messege at 'check-size' target
0.6.96          Tidy up keycode.h (#3666)
0.6.97          Keyboard: add Wavelet (#3739)
0.6.98          ISSI31FL3733 driver  (#3679)
0.6.99          Fixed bootloader target
0.7.0           Make the CLI Ψ capital (#6637)
0.7.1           [Keymap] Added personal keymap for DZ68RGB (#6623)
0.7.10          Run the python tests inside docker
0.7.100         Also fix flash
0.7.101         core: Fix build config in protocol.mk (#7620)
0.7.102         Merge pull request #7276 from zvecr/feature/backlight_driver_config
0.7.103         Merge pull request #7666 from fauxpark/docs-edit-page
0.7.104         Add rules.mk defaults for f103,f072,f042 (#7704)
0.7.105         Add LUFA mass storage `BOOTLOADER` "support" (#7729)
0.7.106         Add creation of new keyboard in child directory (#6018)
0.7.107         Fix docker script and document (#7786)
0.7.108         yapf and style
0.7.109         Add ws2812 driver type define (#7888)
0.7.11          [Keymap] Update nshanpetrosyan keymap (#6683)
0.7.110         Remove tmk_core gitignore and gitmodules
0.7.111         Fix unknown key 'IndentPPDirectives' on CI (#7933)
0.7.112         Fix attribute heritance for long commands.
0.7.113         Remove all references to "CUSTOM_MATRIX" as a diode direction (#7937)
0.7.114         format code according to conventions [skip ci]
0.7.115         format code according to conventions [skip ci]
0.7.116         [Keyboard] Cospad refactor (#7957)
0.7.117         format code according to conventions [skip ci]
0.7.118         Update split serial code to use driver pattern (#7990)
0.7.119         Beef up how `qmk doctor` works. (#7375)
0.7.12          Move Bootloader not found message to global variable (#6688)
0.7.120         Fix printf buffer overflow when cols>16 (#7998)
0.7.121         format code according to conventions [skip ci]
0.7.122         Ensure setPinInput actually sets input high-Z (#6237)
0.7.123         Fix boards which were overriding backlight without setting custom (#7970)
0.7.124         Refactor stm32duino f103 keyboards to use new central board config files (#7706)
0.7.125         Merge pull request #7995 from zvecr/feature/split_arm_i2c_remove
0.7.126         [Keymap] update to Danielo515 keymaps (#8004)
0.7.127         Fix/remove missing package (#7897)
0.7.128         Qmk doctor os check to support newer msys2/w10 installations (#8031)
0.7.129         Fix AVR boards which were overriding backlight without setting… (#8044)
0.7.13          Created new_keymap.py, python version of new_keymap.sh (#6066)
0.7.130         Improve VIRTSER performance (#7528)
0.7.131         Fix misunderstanding of CPPFLAGS and CXXFLAGS.
0.7.132         Add thread safety around i2c_master for ChibiOS/ARM.
0.7.133         format code according to conventions [skip ci]
0.7.134         format code according to conventions [skip ci]
0.7.135         Update dirty submodule make message (#8065)
0.7.136         Fix cformat processing files within ignore folders (#8063)
0.7.137         format code according to conventions [skip ci]
0.7.138         Improve the functionality of qmk.questions (#8020)
0.7.139         Add Midi Endpoint task to ChibiOS main (#8071)
0.7.14          Add to VSCode's recommended extensions (#6656)
0.7.140         Remove entries for Minidox eep files from gitignore (#8077)
0.7.141         Use function for KEYCODE2 routines instead of macro. (#8101)
0.7.142         Add QMK Compile Context Sensitivity (#6884)
0.7.143         CI: Add workflow for CLI testing (#7357)
0.7.144         Remove PJRC USB stack
0.7.145         Update the flash cli command to use the user config (#8125)
0.7.146         Use FIRMWARE_FORMAT for "Checking file size" message (#8121)
0.7.147         Compile error if ONESHOT_TIMEOUT defined but oneshot disabled (#8100)
0.7.148         use replace() over rename() to have cross-platform overwriting (#8148)
0.7.149         Fix out of bound OLED font access (#8145)
0.7.15          Fix enables for Haptic Feedback (#6707)
0.7.150         format code according to conventions [skip ci]
0.7.151         Align split_common/matrix.c with matrix.c (#8153)
0.7.152         format code according to conventions [skip ci]
0.7.153         fix list_keymaps for python 3.5
0.7.154         Convert f072 backlight build error to message (#8177)
0.7.155         Fix os detection in OSX python 3.8 (#8187)
0.7.156         Use pathlib everywhere we can (#7872)
0.7.157         Made windows driver installation accept y as All to allow CI (#8189)
0.7.158         Allow 30us matrix delay to be keyboard/user overridable  (#8216)
0.7.159         Add Arm Teensys to mcu_selection.mk (#8026)
0.7.16          [Keyboard] Fix compile issues for OLKB Default keymaps (#6751)
0.7.160         Add Turkish keymap aliases and sendstring LUT (#7676)
0.7.161         format code according to conventions [skip ci]
0.7.162         Add Danish keymap and sendstring LUT (#8218)
0.7.163         format code according to conventions [skip ci]
0.7.164         Update main.c (#8198)
0.7.165         New functionality for cformat (#7893)
0.7.166         Add mouse support to SEND_STRING (#8223)
0.7.167         Rollback PR #7967 in preference of fixing I2C start/stop properly, in a followup PR. (#8173)
0.7.168         A proper `send_string()` for the Unicode feature (#8155)
0.7.169         `send_unicode_string()`: Add support for code points > 0xFFFF (#8236)
0.7.17          DRV2605L Continuous Haptic Feedback Support (#6461)
0.7.170         Split - Avoid race condition during matrix_init_quantum (#8235)
0.7.171         format code according to conventions [skip ci]
0.7.172         Fixed OS detection such that OSX doesn't take over the world (#8248)
0.7.18          [Keyboard] Add Discipad, Update Zadig doc for USBaspLoader (#6771)
0.7.19          Add support for 328P hardware backlight on B1/B2 (#6776)
0.7.2           readability enhancements
0.7.20          Add support for Void Linux systems to the qmk_install.sh script (#5526)
0.7.21          Add list-keymaps make target (#5563)
0.7.22          Branch point for 2019 Nov 30 Breaking Change.
0.7.23          Generalize Tap Dance Layer functions (#6629)
0.7.24          add python3 to shell.nix (#6774)
0.7.25          Correct casing for DS_Store in .gitignore (#6787)
0.7.26          Configuration system for CLI (#6708)
0.7.27          ARM split - Add bootmagic/magic keycodes for setting handedness (#6545)
0.7.28          ARM split - Add support for dfu-util EE_HANDS flashing (#6543)
0.7.29          Port drivers.txt changes from the Toolbox (#6786)
0.7.3           Fix msys2 not installing any packages because it can't find clang (#6655)
0.7.30          Fix qmk doctor 'bytes-like object is required' on linux
0.7.31          ARM - Initial backlight support (#6487)
0.7.32          removed deprecated option for Travis (#6896)
0.7.33          Use `keymap` instead of `username` variable for `qmk new_keymap` (#6885)
0.7.34          [CLI] Add `qmk list_keyboards` (#6927)
0.7.35          [Docs] CLI command to serve docs locally (#6956)
0.7.36          [Docs] Fix missing link in readme (#6958)
0.7.37          ARM split - detect USB to select master/slave (#6424)
0.7.38          [CLI] `qmk docs` graceful shutdown on Ctrl+C (#6989)
0.7.39          Move running pytest to travis_test (#7005)
0.7.4           [Keyboard] add rgb led configuration for xd87 (#6635)
0.7.40          Add binary support to tinyprintf (#7024)
0.7.41          Move tmk_core/common/backlight to quantum/backlight (#6710)
0.7.42          SPLIT - Remove NO_USB_STARTUP_CHECK requirement for usb detection (#7053)
0.7.43          Add python-pip as package dependency for archlinux (#7041)
0.7.44          Remove build option firmware size impacts (#6947)
0.7.45          Fix detection of ModemManager (#7076)
0.7.46          MILC: Use dashes instead of underscores for subcommands
0.7.47          Initial actions/labeler config (#7091)
0.7.48          [Docs] Update hand wire guide (#7044)
0.7.49          Revert "Initial actions/labeler config (#7091)" (#7156)
0.7.5           Update submodule check to include LUFA (#6661)
0.7.50          Clean macos install script (#7186)
0.7.51          Fix the CLI docs (#6979)
0.7.52           Refactor ps2avrgb i2c ws2812 to core  (#7183)
0.7.53          Fix "could not find module" error message formatting (#7219)
0.7.54          Use task driven PWM for CTPC until ARM can provide automatic configuration (#6928)
0.7.55          Use task driven PWM for CTPC until ARM can provide automatic configuration (#6928)
0.7.56          Smallish overhaul of Auto-Shift feature (#6067)
0.7.57          Remove duplicate pro_micro.h (#7246)
0.7.58          Remove duplicate pro_micro.h (#7246)
0.7.59          [Core] Add short form LTO_ENABLE (#7259)
0.7.6           [Keymap] Satan GH60 with command prompt animation, react to keypresses (#6636)
0.7.60          CI - Fix change detection (#7038)
0.7.61          [Core] Convert Dynamic Macro to a Core Feature (#5948)
0.7.62          Set `git submodule update` depth to 50 (#7269)
0.7.63          New and improved lock LED callbacks (#7215)
0.7.64          ARM - ws2812 bitbang (#7173)
0.7.65          [Keyboard] Fix readme make examples for some Kingly Keys boards (#7308)
0.7.66          Unify RGB and RGBW commands (#7297)
0.7.67          Small CLI cleanups
0.7.68          When checking program returncodes treat both 0 and 1 as installed
0.7.69          When checking program returncodes treat both 0 and 1 as installed
0.7.7           Add 16U2, 16U4 and USB646 to mcu_selection.mk (#6566)
0.7.70          Make generating keymap.c from JSON more reliable
0.7.71          format code according to conventions [skip ci]
0.7.72          [CI] Revert to previous logic for branch name and changes (#7343)
0.7.73          Update ARM GCC on macOS to 8.3 (#7318)
0.7.74          Move Ergodox EZ RGB Light code to custom driver  (#7309)
0.7.75          Set device version from config.h for V-USB boards (#7316)
0.7.76          Set device version from config.h for V-USB boards (#7316)
0.7.77          [Core] Cleanup rules.mk for F303 keyboards (#7306)
0.7.78          Improvements to Solenoid feature  (#7369)
0.7.79          format code according to conventions [skip ci]
0.7.8           Make USB polling rate configurable with a define (#6668)
0.7.80          Improve a number of things about how MILC operates (#7344)
0.7.81          Add auto-handling of stale PRs/Issues (#7197)
0.7.82          Allow 'make all:<user>' to not build EVERYTHING (#7402)
0.7.83          Add flake8 to our test suite and fix all errors (#7379)
0.7.84          Change label for stale bot (#7429)
0.7.85          MILC: Add support for hidden subcommands (#7034)
0.7.86          Improve and streamline MSYS2 installation (#7232)
0.7.87          Fix clang-format logic within CI (#7386)
0.7.88          Remove CR when computing BOOTLOADER_SIZE. (#7453)
0.7.89          Set up language fallback for docs, and update translation guidelines (#7403)
0.7.9           Update docker_build.sh: indentation fix, error echo function (#6659)
0.7.90          [Core] Remove PROGRAM_CMD in mcu_selection.mk for 32A (#7482)
0.7.91          Fix typos in stale.yml (#7489)
0.7.92          Install bootloadHid as part of qmk_install (#7463)
0.7.93          Fix output file permissions when using docker build. (#7378)
0.7.94          Use os.chdir for `qmk docs` instead of a custom HTTP request handler (#7493)
0.7.95          Specify Arm GCC 8 in macOS install script (#7509)
0.7.96          Add pep8-naming to our python linting
0.7.97          Fix install for Linux Ubuntu (#7520)
0.7.98          [Keymap] Added my customized 40% layout (#7555)
0.7.99          Add JSON keymap to prereq list of C keymap
0.8.0           2020 February 29 Breaking Changes Update (#8064)
0.8.1           Breaking Changes documentation fixes
0.8.10          format code according to conventions [skip ci]
0.8.100         V-USB remote wakeup (#7627)
0.8.101         Doctor: Add avrdude/dfu-util/dfu-programmer version printing (#8678)
0.8.102         format code according to conventions [skip ci]
0.8.103         Configurable VIA layout options default value (#8707)
0.8.104         format code according to conventions [skip ci]
0.8.105         Fix edge-case with config
0.8.106         Fix compile issues related to NO_ACTION_MACRO/FUNCTION and LTO_ENABLE (#8663)
0.8.107         Add PS2_MOUSE_ROTATE to compensate for device orientation (#8650)
0.8.108         format code according to conventions [skip ci]
0.8.109         Upgrade gcc version/tweak package installs in Gentoo installation (#8757)
0.8.11          Prune out pure software pwm && custom driver && remove wrapping BACKLIGHT_PIN (#8041)
0.8.110         Fix bug with layer caching in get_event_keycode (#8693)
0.8.111         format code according to conventions [skip ci]
0.8.112         Add *OPT aliases for *ALT keycodes and macros (#8714)
0.8.113         Bugfix for quantum/dip_switch.c (#8731)
0.8.114         Add support for hardware and board initialisation overrides. (#8330)
0.8.115         Allow trailing whitespace in markdown docs, for formatting purposes. (#8774)
0.8.116         Fix AVR SPI parameter configuration, remove timeouts due to sync protocol. (#8775)
0.8.117         CLI: Use `shutil.which` to detect gmake, instead of OS check.
0.8.118         CLI: Fix doctor error when can't run `bin/qmk --version`. (#8796)
0.8.119         CLI: Fix doctor error when can't run `bin/qmk --version`. (#8796)
0.8.12          Reduce PROGMEM usage for sendstring LUT (#8109)
0.8.120         Miscellaneous stuff: remove clang-complete and autocomplete.sh, fix some rules.mk comments (#8784)
0.8.121         MILC: Fix setting config values for store_true and store_false (#8813)
0.8.122         Remove old setup scripts (#8811)
0.8.123         Remove Atmel FLIP from install scripts and documentation (#8822)
0.8.124         Load keymap-level rules.mk when compiling keymap.json (#8841)
0.8.125         Move everything to Python 3.6 (#8835)
0.8.126         Merge pull request #8722 from fauxpark/keymap-extras-bepo
0.8.127         Merge pull request #8722 from fauxpark/keymap-extras-bepo
0.8.128         Merge pull request #8722 from fauxpark/keymap-extras-bepo
0.8.129         Merge pull request #8722 from fauxpark/keymap-extras-bepo
0.8.13          Update Hungarian keymap and add sendstring LUT (#8220)
0.8.130         Add a syllabus to guide people who are learning QMK (#8816)
0.8.131         Merge pull request #8710 from vomindoraan/keymap_extras_fixup
0.8.132         [Docs] Fixed minor typos (#8860)
0.8.133         Add missing packages to Linux install scripts (#8895)
0.8.134         Merge pull request #8931 from kbrock/kle2info_2
0.8.135         format code according to conventions [skip ci]
0.8.136         Allow some usbconfig.h overrides at the keyboard level (#8647)
0.8.137         A few final edits to the keymap and readme. (#8845)
0.8.138         format code according to conventions [skip ci]
0.8.139         format code according to conventions [skip ci]
0.8.14          format code according to conventions [skip ci]
0.8.140         QMK-ify some GPIO macros (#8315)
0.8.141         Audio_Enable, AVR template update (#8901)
0.8.142         Provide a mechanism for split keyboards to process key press on both halves (#9001)
0.8.143         Add some usages needed for ChromeOS hosts (#8996)
0.8.144         Initial vusb console support (#8559)
0.8.145         format code according to conventions [skip ci]
0.8.146         Revert "Fix conflicting types for 'tfp_printf' (#8269)"
0.8.147         Remove Bluefruit protocol (#9008)
0.8.148         Revert "Use nano specs (#8270)" (#9044)
0.8.149         Add ability to blink lighting layer for a specified duration (#8760)
0.8.15          Refactor more backlight to a common location (#8292)
0.8.150         format code according to conventions [skip ci]
0.8.151         Improve security of avrdude by eliminating the use of well-known names. (#9026)
0.8.152         Fix off by one error with oled_write_raw_P (#9045)
0.8.153         Optimization for scanning less layers. (#8311)
0.8.154         Update Neo2 keymap (#9063)
0.8.155         Update Neo2 keymap (#9063)
0.8.156         Allow expanding from 8 to 32 RGB Lighting Layers (#8941)
0.8.157         One shot support for swap hands (#8590)
0.8.158         V-USB Interface reorder (#9090)
0.8.159         Improve stock bootloader list (#9067)
0.8.16          format code according to conventions [skip ci]
0.8.160         avoid 'Entering|Leaving directory' messages (#9061)
0.8.161         [kle2info] Trim the code in `kle2xy` (#8955)
0.8.162         CLI: Tune doctor's udev rule checking to match #8750
0.8.163         Adding unit tests for list-keymaps command (#7711)
0.8.164         Remove `DEBUG_LEVEL` from V-USB rules.mk (#9117)
0.8.165         format code according to conventions [skip ci]
0.8.166         Add SPI 25xx EEPROM support. (#8780)
0.8.167         Streamline the macos install process
0.8.168         MSYS2 install: bodge out avrdude package installation for USBaspLoader
0.8.169         Disable Mousekey Command interface when Constant speed is enabled (#7017)
0.8.17          Fix up Arm builds with nix-shell. (#8312)
0.8.170         MSYS2 install: bodge out avrdude package installation for USBaspLoader
0.8.171         CLI: Improve experience when running `qmk setup` on FreeBSD. (#8798)
0.8.172         Fix ChibiOS FPU build logic (#9132)
0.8.173         Fix submodule check (#9155)
0.8.174         Allow for overriding RAW endpoint usage page and ID. (#8834)
0.8.175         ARM split - Add uart half duplex transport support (#7987)
0.8.176         ARM split - Add uart half duplex transport support (#7987)
0.8.177         format code according to conventions [skip ci]
0.8.178         Initial arm serial partially based on old lets split code (#7072)
0.8.179         CLI: Rework submodule checking (#9162)
0.8.18          format code according to conventions [skip ci]
0.8.180         Remove broken example from Makefile (#9159)
0.8.181         Fix build. (#9163)
0.8.182         Improve the Makefile message a bit more (#9161)
0.8.183         Fix i2c EEPROM compile issue when Console is enabled (#9186)
0.8.184         Fix i2c EEPROM compile issue when Console is enabled (#9186)
0.8.185         Added missing shutdown_user() hook (#9180)
0.8.186         Fix capitalisation of "GitHub" (#9184)
0.8.187         CLI: fix `json2c` subcommand and add/fix tests (#9206)
0.8.188         [CLI] Add a subcommand for getting information about a keyboard (#8666)
0.8.189         Fix compiling json files (#9210)
0.8.19          Remove unused LED_BREATHING_TABLE
0.8.190         Fix the path for generated keymaps (#9213)
0.8.191         ISSI driver compile error fix (#9169)
0.8.192         Fix running qmk info without any arguments (#9218)
0.8.2           Unconditionally enable ChibiOS syscalls (#8268)
0.8.20          Backlight - Carve out a better location for private driver functionality (#8329)
0.8.21          Update Norwegian keymap and add sendstring LUT (#8300)
0.8.22          Add gcc version detection to qmk doctor (#8338)
0.8.23          Update Dvorak, Colemak and Workman keycode aliases (#8217)
0.8.24          Remove NO_UART defines from config.h for V-USB boards (#8351)
0.8.25          Fix layer debug calls (#8370)
0.8.26          format code according to conventions [skip ci]
0.8.27          Rename qmk json-keymap to qmk json2c (#8372)
0.8.28          format code according to conventions [skip ci]
0.8.29          Add support for STM32L0/L1 onboard EEPROM. (#8002)
0.8.3           Use nano specs (#8270)
0.8.30          Force "blank" issue template to end of list (#8387)
0.8.31          use qmk.path.normpath to locate the output file.
0.8.32          Update Spanish keymap and sendstring LUT (#8364)
0.8.33          Update Swedish keymap and add sendstring LUT (#8365)
0.8.34          format code according to conventions [skip ci]
0.8.35          format code according to conventions [skip ci]
0.8.36          Add decorators for determining keyboard and keymap based on current directory (#8191)
0.8.37          Add Portuguese keymap and sendstring lookup tables (#8390)
0.8.38          format code according to conventions [skip ci]
0.8.39          Remove pro_micro.h (#8374)
0.8.4           Track master branches for lib/chibios, lib/chibios-contrib, lib/ugfx. (#8273)
0.8.40          format code according to conventions [skip ci]
0.8.41          [Keymap] Update ortho 4x12 jotix layout (#8425)
0.8.42          Update Norman keymap and sendstring LUT (#8404)
0.8.43          Update Norman keymap and sendstring LUT (#8404)
0.8.44          Update Belgian keymap and sendstring LUT (#8349)
0.8.45          Update Belgian keymap and sendstring LUT (#8349)
0.8.46          format code according to conventions [skip ci]
0.8.47          Update French keymap and sendstring LUT (#8436)
0.8.48          Update German keymap and sendstring LUT (#8437)
0.8.49          Update Italian keymap and add sendstring LUT (#8438)
0.8.5           Track master branches for lib/chibios, lib/chibios-contrib, lib/ugfx. (#8273)
0.8.50          Update Italian keymap and add sendstring LUT (#8438)
0.8.51          format code according to conventions [skip ci]
0.8.52          Remove qmk archive generation (#8462)
0.8.53          Update UK keymap and sendstring LUT (#8458)
0.8.54          CLI: Hide json-keymap subcommand, as it's been deprecated.
0.8.55          Update Programmer Dvorak keymap and add sendstring LUT (#8456)
0.8.56          Fix missing deprecated keycodes for keymap_swedish (#8483)
0.8.57          Update JIS keymap and sendstring LUT (#8457)
0.8.58          Highlight .inc files as .c files (#8496)
0.8.59          Update newbs installation procedure for MSYS2 (#8423)
0.8.6           PWM DMA based RGB Underglow for STM32 (#7928)
0.8.60          Update newbs installation procedure for MSYS2 (#8423)
0.8.61          Fix formatting for report.h (#8512)
0.8.62          format code according to conventions [skip ci]
0.8.63          Remove BOOTLOADER_SIZE stuff from template (#8516)
0.8.64          Reorder logic within common_features.mk (#8517)
0.8.65          Add Finnish keymap and sendstring LUT (#8495)
0.8.66          Add Icelandic keymap and sendstring LUT (#8494)
0.8.67          Add US International keymap (#8493)
0.8.68          Align some ChibiOS build logic (#8461)
0.8.69          format code according to conventions [skip ci]
0.8.7           Clean up includes for glcdfont headers (#7745)
0.8.70          Add Czech keymap (#8526)
0.8.71          Add Irish keymap (#8528)
0.8.72          Run clang-format manually to fix recently changed files (#8552)
0.8.73          format code according to conventions [skip ci]
0.8.74          Add Estonian keymap (#8527)
0.8.75          Add Estonian keymap (#8527)
0.8.76          V-USB: Use manufacturer and product strings from config.h (#7797)
0.8.77          Enable SLEEP_LED on ATmega32A  (#8531)
0.8.78          Fix IT_APOS backward compatibility define in keymap_italian.h (#8565)
0.8.79          V-USB: Use structs for USB descriptors (#8572)
0.8.8           format code according to conventions [skip ci]
0.8.80          fixed problem with implicit declaration in quantum/rgblight.c (#8406)
0.8.81          CLI: More MSYS2 fixes (#8577)
0.8.82          format code according to conventions [skip ci]
0.8.83          V-USB: Consolidate usbconfig.h's into a single file (#8584)
0.8.84          Rename UC_OSX (and related constants) to UC_MAC (#8589)
0.8.85          Add Slovak keymap and sendstring LUT (#8561)
0.8.86          Add Slovak keymap and sendstring LUT (#8561)
0.8.87          Add Slovak keymap and sendstring LUT (#8561)
0.8.88          Add Slovak keymap and sendstring LUT (#8561)
0.8.89          Migrate :program logic to :flash (#8631)
0.8.9           Fix recent clang-format breaking quantum.c (#8282)
0.8.90          Add additional minimal "mini" keymap for Centromere (#8579)
0.8.91          Updated V-USB template to allow usbFunctionWriteOut (#8634)
0.8.92          Strip out features to allow minimum firmware sizes (#8645)
0.8.93          Fix `pgm_read_ptr()` define for ARM (#8658)
0.8.94          format code according to conventions [skip ci]
0.8.95          minor tweaks
0.8.96          Add Korean keymap (#8635)
0.8.97          Add Polish keymap (#8637)
0.8.98          Add Greek keymap (#8636)
0.8.99          Add Greek keymap (#8636)
0.9.0           2020 May 30 Breaking Changes Update (#9215)
0.9.1           Move plaid via keymap to correct location (#9255)
0.9.10          Fix one shot swaphands compiler error when NO_ACTION_ONESHOT is defined (#9296)
0.9.11          CLI: Add ATmega328 and ATtiny85 to supported CPUs (#9371)
0.9.12          Fix for One Shot Layer not being cleaned up after some actions (#8832)
0.9.13          Parse version better in `qmk doctor` GCC version checks (#9324)
0.9.14          STM32 WS2812 Open Drain Configuration (#9414)
0.9.15          format code according to conventions [skip ci]
0.9.16          update shell.nix (#8910)
0.9.17          CI: Run 'qmk info' on keyboard changes (#9212)
0.9.18          `qmk cformat` (#9500)
0.9.19          Fixing MIDI for ARM without NKRO enabled (#9466)
0.9.2           BE_J should map to KC_J (#9243)
0.9.20          Add Hebrew keymap aliases (#9383)
0.9.21          feat: add dvorak-fr as extra keymap (#9512)
0.9.22          [Keymap] Adding a Custom Keymap for Matrix Noah (#9581)
0.9.23          Make sendstring respect `TAP_CODE_DELAY` (#9623)
0.9.24          Add movement hook to ps2_mouse (#8805)
0.9.25          Add missing dependency for Void Linux to util/linux-install.sh (#9637)
0.9.26          Fix “G” in Neo2 keymap (#9645)
0.9.27          format code according to conventions [skip ci]
0.9.28          Fix typo in freebsd_install.sh (#9655)
0.9.29          [Driver] bugfix reset the scaling register flag to FALSE (#9507)
0.9.3           Option to allow lighting layers when RGB Lighting is off (#9051)
0.9.30          Allow for building layouts from keymap.json files.
0.9.31          Add TAP_CODE_DELAY to Mod-Tap (#9422)
0.9.32          format code according to conventions [skip ci]
0.9.33          [Keymap Extra] Add French AZERTY (AFNOR - NF Z71-300) (#9644)
0.9.34          Changed US_RBRC to KC_RBRC instead of KC_LBRC (#9664)
0.9.35          shell.nix improvements, and fix problems on Darwin (#9551)
0.9.36          Refactor ARM backlight (#7959)
0.9.37          Fix RGB Matrix using RGBW WS2812 LEDs (#9705)
0.9.38          Update new keyboard templates (#9636)
0.9.39          Remove `DESCRIPTION` (#9732)
0.9.4           Fix layer mask size for RGBLIGHT_LAYER_BLINK (#9260)
0.9.40          Remove `DESCRIPTION` (#9732)
0.9.41          Fixed CA_DOTA key code (#9722)
0.9.42          Redefine IS_LAYER_ON/OFF() as aliases for existing layer functions (#6352)
0.9.43          MSYS2: Switch to bootloadHID package and bring back avrdude package (#9736)
0.9.44          format code according to conventions [skip ci]
0.9.45          format code according to conventions [skip ci]
0.9.46          Fix Variable Trace handling (#9831)
0.9.47          Fix RGB_DISABLE_TIMEOUT overflow warning (#9866) (#9874)
0.9.48          Add Indicator flag for RGB Matrix (#9933)
0.9.49          Add PR checklist document. (#9913)
0.9.5           Void Linux: Switch to cross-arm-none-eabi toolchain (#9228)
0.9.50          [Bug] Fix Swap Hands bug introduced by OSH (#9968)
0.9.51          Add Kiibohd bootloader type to bootloader.mk (#9908)
0.9.52          MSYS2: install packages for dfu-programmer, dfu-util, teensy-loader-cli (#10007)
0.9.53          Issue 9942: Add LSA, RSA, RCS, LSA_T, RSA_T, and RCS_T (#9943)
0.9.54          Swap git diff logic to github action when running qmk info (#9978)
0.9.55          Revert "Add Kiibohd bootloader type to bootloader.mk (#9908)" (#10126)
0.9.56          Compiler warning when using WS2812 (#9955)
0.9.57          Add noeeprom speed function for RGBLIGHT (#9706)
0.9.58          Fix ChibiOS backlight not turning off on suspend (#10114)
0.9.59          Add debug logging to `run()` (#9986)
0.9.6           Move dip switch init to back of the init process (#9233)
0.9.7           Move encoder_read to common location (#9003)
0.9.8           Fixed slave-side keyboard half unresponsiveness (#9360)
0.9.9           adds support for the atmega328 (#9043)
LUFA-111009     Commit for the 111009 release.
LUFA-130901     Version for the 130901 release.
LUFA-130901-BETA Wipe working directory before building Atmel Studio extension.
LUFA-140302     Update version for the 140302 release.
LUFA-140928     Add missing MICRO board drivers.
LUFA-151115     Commit for the 151115 public release.
LUFA-170418     Commit for the 170418 release.
breakpoint_2019_08_30 Branch point for 2019 Aug 30 Breaking Change
breakpoint_2019_11_30 Branch point for 2019 Nov 30 Breaking Change.
breakpoint_2020_02_29 Branch point for 2020 Feb 29 Breaking Change.
breakpoint_2021_05_29 Branch point for 2021 May 29 Breaking Change
breakpoint_2021_08_28 Breaking changes develop merge to master, 2021Q3 edition. (#14196)
breakpoint_2021_11_27 Changelog 2021q4 (#15325)
breakpoint_2022_05_28 Branch point after 2022-05-28 Breaking Change.
breakpoint_2022_08_27 Branch point for 2022 Nov 26 Breaking Change
breakpoint_2022_11_26 Branch point for 2023q1 Breaking Change
ergodox_ez-161205 Merge pull request #936 from jackhumbert/f/shine_default
gh60-0.1        Add HHKB keymap file on gh60
planck-4.0      Planck Rev 4 (2nd Massdrop)
planck-4.1      Merge pull request #734 from adiabatic/master
