0.5.255         Fix audio issues with Split keyboards that missed previously
0.5.256         Added a clean target to remove build artifacts
0.5.257         Added a clean target to remove build artifacts
0.5.258         Added a clean target to remove build artifacts
0.5.259         Added a clean target to remove build artifacts
0.5.26          Merge pull request #1101 from priyadi/layer_state_set_kb
0.5.260         Fix logic in macos install
0.5.261         retry of PR #2540 (#2554)
0.5.262         [Proposal?] Allow RGB Underglow to turn off when host is idle/asleep (#2104)
0.5.263         Add Pretty Keymaps to Ergodox EZ
0.5.264         Create info.json for Ergodox EZ (#2572)
0.5.27          Merge pull request #1104 from qmk/layer_tap_toggle
0.5.28          fix travis and reduce warnings
0.5.29          remove more warnings
0.5.3           Merge pull request #981 from jonasoberschweiber/osx-surrogate-pairs
0.5.30          Merge pull request #1117 from priyadi/fix_unicode_map
0.5.31          Merge pull request #1119 from phongnh/master
0.5.32          Merge pull request #1143 from UnintendedFeature/feature/keymap-german-lukas
0.5.33          Merge pull request #1177 from exiva/bluetooth_refactor
0.5.34          Merge pull request #1162 from Khord/master
0.5.35          Merge pull request #1098 from lambdalisue/tapping-force-hold
0.5.36          Merge pull request #1112 from newsboytko/newsboytko/midi-keycodes
0.5.37          Clarify the quantum license (#1042)
0.5.38          Merge pull request #1184 from osamuaoki/master
0.5.39          Merge pull request #1185 from exiva/rn42_bluetooth
0.5.4           Merge branch 'master' of github.com:jackhumbert/qmk_firmware
0.5.40          Merge pull request #1132 from akatrevorjay/pr/dfu-serial
0.5.41          Merge pull request #1238 from priyadi/fauxclicky_fix
0.5.42          Merge pull request #1264 from fredizzimo/wsl_support
0.5.43          Merge pull request #1269 from ryanmaclean/patch-6
0.5.44          Merge pull request #1273 from Vifon/pr_1267_fix
0.5.45          Merge pull request #1275 from Vifon/dynamic_macro/trailing_keypresses
0.5.46          Merge branch 'master' of https://github.com/qmk/qmk_firmware
0.5.47          no master needed on push maybe
0.5.48          Merge pull request #1344 from qmk/jackhumbert-patch-1
0.5.49          Merge branch 'master' of https://github.com/qmk/qmk_firmware
0.5.5           Merge pull request #1010 from SjB/oneshot_timeout_fix
0.5.50          Merge pull request #1342 from priyadi/adafruit-mouse-buttons
0.5.51          Merge branch 'master' of https://github.com/qmk/qmk_firmware
0.5.52          Merge pull request #1323 from nikchi/master
0.5.53          Merge pull request #1294 from shieldsd/master
0.5.54          update docs link
0.5.55          Merge pull request #1359 from agbell/PR
0.5.56          convert docs to lowercase and underscores
0.5.57          Merge pull request #1385 from qmk/ez-images
0.5.58          Merge pull request #1388 from bigbigtor/fix_spanish
0.5.59          Update uGFX and Chibios submodules + fixes (#1363)
0.5.6           Merge pull request #960 from ofples/feature/combos
0.5.60          Merge pull request #1408 from fredizzimo/fix_build_improve_travis
0.5.61          Merge pull request #1409 from fredizzimo/full_unit_test
0.5.62          Merge pull request #1405 from cquiroz/oneshot-mods-timeout
0.5.63          add group edge via travis updates
0.5.64          update docs for isp
0.5.65          Merge pull request #1426 from rai-suta/master
0.5.66          Fix #1135 by changing the default to at90usb1286
0.5.67          Merge pull request #1429 from fredizzimo/fixes_for_emulator
0.5.68          Merge pull request #1431 from rai-suta/master
0.5.69          Whitefox LED control (#1432)
0.5.7           Merge pull request #1059 from qmk/hf/algr_t
0.5.70          fix tag increment
0.5.71          Pull out sendstring variations to their own files.
0.5.72          Merge pull request #1471 from qmk/lufa_lib
0.5.73          Updates Documentation from #1444
0.5.74          Merge commit 'cedfbfcb1a9ad9cf93816f1952fc4bf7c55fbb61'
0.5.75          commit files with wrong line endings
0.5.76          Reference issue #1478 from the unit tests
0.5.77          more crlf issues
0.5.78          Don't search for TEENSY_LOADER_CLI if it's already defined
0.5.79          Add template board files
0.5.8           variable scope fix for travis
0.5.80          Fix uninitialized backlight_level in the Visualizer
0.5.81          Merge branch 'master' of https://github.com/qmk/qmk_firmware
0.5.82          Start mvoing hardware drivers to /drivers/ (#1433)
0.5.83          update drivers to exclude lets_split include
0.5.84          clean up ssd1306 implementation
0.5.85          fix implementation issues from SSD1306 clean up, added rotation (#1494)
0.5.86          Merge pull request #1491 from fredizzimo/msys2
0.5.87          Add SRC and OPT_DEFS when building tests
0.5.88          update audio/music documentation
0.5.89          adds option for alt pitch standards
0.5.9           pass through travis errors
0.5.90          Fix typo in docs.
0.5.91          tap-dance: key + layer helper
0.5.92          Update readme.md
0.5.93          Fix location of where the make command should be run
0.5.94          Merge pull request #1554 from qmk/docs
0.5.95          Updated .gitignore to properly have the master changes
0.5.96          Fixed gaming layer
0.5.97          move version info to the top of the output
0.5.98          fix default layer songs
0.5.99          move qmk version to very top, exclude when git isn't available
0.6.0           Better non-Linux support (#2524)
0.6.1           Hopefully fix Travis Auto-Incrementation
0.6.10          Add a custom USB driver for ARM (#2750)
0.6.100         Updated templates for use by new_project.sh (#3783)
0.6.101         Massdrop keyboard support (#3780)
0.6.102         STM32 EEPROM Emulation (#3741)
0.6.103         Mask off keycode/layer/mod where possible in LT(), MT(), etc. (#3430)
0.6.104         Keyboard: CTRL and ALT keyboard json fix (#3816)
0.6.105         Keymap: Cleaned up Rorschach keymap (#3823)
0.6.106         fix mousekey call
0.6.107         Add the ability to disable the USB startup check for Chibios
0.6.108         CTRL and ALT updates
0.6.109         Keymap: Updated my FC660C config (#3870)
0.6.11          Added bending to MIDI (#2740)
0.6.110         Fix typo in keymap_swedish.h (#3877)
0.6.111         improve looks like hang up when first time execute make git-submodule (#3846)
0.6.112         Add manjaro asn arch-based distro
0.6.113         Fix installation for linux finding ID:fedora in os_release
0.6.114         Fix mismatched aliased event and event stub function prototypes.
0.6.115         Fix RG Sleep issues for Teensy Controllers
0.6.116         Keyboard: ALT keymap update and LED driver brightness mismatch fix (#3890)
0.6.117         rgblight.[ch] more configurable (#3582)
0.6.118         Add an easy way to create new keymaps for your favorite keyboard (#3868)
0.6.119         Zeal60/Zeal65/M60-A implementation (#3879)
0.6.12          Add Faux Clicking as subset of Audio feature (#2748)
0.6.120         Make `PREVENT_STUCK_MODIFIERS` the default (#3107)
0.6.121         Create AG_TOGG code to toggle Alt/Gui swap.
0.6.122         Add On/Off keycodes
0.6.123         Pin avr-gcc in shell.nix pending release of 8.3.0 (#3922)
0.6.124         Add new RGB matrix effect digital rain aka The Matrix
0.6.125         Moves animation calculation logic out of the for loops
0.6.126         RAMA U80-A, wilba.tech WT60-A, WT65-A, WT80-A, IS31FL3736 driver (#3925)
0.6.127         RAMA U80-A, wilba.tech WT60-A, WT65-A, WT80-A, IS31FL3736 driver (#3925)
0.6.128         CTRL keyboard bootloader_jump support
0.6.129         RAMA M6-B and IS31FL3218 driver (#4021)
0.6.13          Updated personal keymaps, fixed Let's Split default keymap, updated JJ40 README (#2704)
0.6.130         Fix YMDK NP21 keyboard to use proper keyboard level functions (#3042)
0.6.131         Make digital rain RGB matrix effect #define configurable.
0.6.132         Adds a method allowing to set custom colors to the rgb matrix
0.6.133         add JP keycode for MacOSX (#4033)
0.6.134         Enable support for Linux Mint 18 with linux_install.sh (#4042)
0.6.135         process_ucis: Add a callback for success (#4067)
0.6.136         rgb_matrix: continue calling rgb_matrix_indicators() when toggled off
0.6.137         DC01 updates and I2C avr speed overwrite (#4088)
0.6.138         Massdrop keyboards console device support for hid_listen
0.6.139         A comment indicating the insertion location of the new mode was added.
0.6.14          Update to drashna keymaps and userspace (#2756)
0.6.140         Treasure Type9 Fix: change diode direction to ROW2COL  (#4125)
0.6.141         Keymap: Reworked layout (#4133)
0.6.142         Fix LAYOUT define generation (#4148)
0.6.143         Only include lufa.h if AVR in quantum/api.h
0.6.144         convert to unix line-endings [skip ci]
0.6.145         Keymap: Swap func layer keys and add vim navigation to navigation layer (#4163)
0.6.146         stm32f1xx EEPROM emulation (#3914)
0.6.147         Fix Unicode EEPROM handling so it is consistent. (#4066)
0.6.148         Revert changes to chibiOS-contrib (#4176)
0.6.149         Keyboard: bminiex : Working backlight (#4171)
0.6.15          Use QMK_KEYBOARD_H instead of the mykeyboard.h (#2780)
0.6.150         Update the installation script PR (#4167)
0.6.151         Made a userspace that allows you to use your keyboard as an order of operations based calculator (#2864)
0.6.152         Bug: Users had to be in the /util directory to run the script (#4228)
0.6.153         add better example
0.6.154         Add key caveat to combos doc
0.6.155         Docs: Add references to One Shot functions, and clean up formatting (#4189)
0.6.156         Add Bootmagic Lite to QMK (#4215)
0.6.157         fixed broken linebreak in fedora part, and indentation in arch-part
0.6.158         Fix undefined reference to `console_printf` for CTRL and ALT keyboards
0.6.159         Make linux_install.sh work with openSUSE Leap 15.0 (#4218)
0.6.16          Fix Audio Clicky sub-feature (#2784)
0.6.160         Add support for Atmega32A to pin declarations and universal matrix (#4015)
0.6.161         Adds the Proton C base project (#4224)
0.6.162         Set the executable bit for sh scripts under util.
0.6.163         Remove old declaration
0.6.164         USB Suspend for arm_atsam protocol
0.6.165         Increasing square wave buffer to max volume. (#4296)
0.6.166         5x5bt (#4333)
0.6.167         Clarify the Mod Tap defines in documentation (#4352)
0.6.168         Fixe line endings
0.6.169         command.h include was not set correctly
0.6.17          Talljoe's layout with common keymap. (#2764)
0.6.170         Fix Spacing issue in makefile that breaks Terminal config
0.6.171         Add localized LED flash effect on keypress to Massdrop ALT (#4340)
0.6.172         Configurable Rainbow Swirl range (#4376)
0.6.173         I2C driver docs (#4298)
0.6.174         Improve new_project script (#4373)
0.6.175         Add support for slackware distribution (linux_install.sh) (#4369)
0.6.176         Make sure that avr-gcc@7 gets linked into the path on MacOS.
0.6.177         Make sure that avr-gcc@7 gets linked into the path on MacOS.
0.6.178         modify quantum/template/avr/config.h: add rgblight effect configurations
0.6.179         convert to unix line-endings [skip ci]
0.6.18          Update readme.md (#2687)
0.6.180         Backlight status functions (#4259)
0.6.181         Merge pull request #4453 from drashna/fix_ucis
0.6.182         Fix raw hid define for chibios (#4460)
0.6.183         fix diffutils arch package name (#4470)
0.6.184         Revert "Add support for PR and Issue templates to QMK_firmware GitHub (#4491)" (#4492)
0.6.185         Fixed docs/newbs_testing_debugging.md and tmk_core/common/print.h
0.6.186         Update MSYS to use the 5.4.0 toolchain (#4106)
0.6.187         Add tap_code16 function (#4362)
0.6.188         fixed misplaced paranthesis in arm usb mouse send function (#4478)
0.6.189         Remove RGB_SMOD alias and replace uses with RGB_MOD (#4319)
0.6.19          Change handling of adjust layer to make it more LT(...) friendly. (#1625)
0.6.190         Turn off Mousekeys for several ps2avrGB keyboards (#4502)
0.6.191         Added Rick Roll to song lists (#4510)
0.6.192         Add Extrakey support for Brightness up/down (#4477)
0.6.193         Added macros to Dynamic Keymaps, Zeal60 RGB backlight improvements (#4520)
0.6.194         Fix up RGB Matrix code (#4503)
0.6.195         Make ARM Audio max volume configurable (#4540)
0.6.196         adding Hadron v3 keyboard, QWIIC devices support, haptic feedback support (#4462)
0.6.197         Keymap: Hacker Dvorak (#4514)
0.6.198         Only try to read the report ID from SetReport when the keyboard is part of the shared EP
0.6.199         Vertical animation support for arm_atsam led_matrix (#4538)
0.6.2           Add userspace config.h handling to build script (#2640)
0.6.20          Fix Clicky Down code
0.6.200         Add support for PR and Issue templates to QMK_firmware GitHub (#4494)
0.6.201         Keymap: Modified like-jis keymap for crkbd (#4577)
0.6.202         Bringing Massdrop keyboard hardware configuration to keyboard level (#4593)
0.6.203         adjust install_avr function to use unzip for broader compatibility (#4596)
0.6.204         Add standard definitions for ALGR and KC_ALGR (#4389)
0.6.205         Refactor quantum/split_common/i2c.c, quantum/split_common/serial.c (#4522)
0.6.206         Per Key Leader Timing Option (#4026)
0.6.207         Overhaul Unicode Common functionality (#4325)
0.6.208         Overhaul Unicode Common functionality (#4325)
0.6.209         Also fix use of weak stm32 internal pullup
0.6.21          Added command history to terminal with other bug fixes, added new song to song_list.h (#2855)
0.6.210         Fix up process_leader to be a bit more optimized (#4662)
0.6.211         shell.nix: Packages relocated in upstream cleanup
0.6.212         Replace serial.c of quantum/split_common/ (#4669)
0.6.213         Improve diagnostics for build hashes
0.6.214         Read user input properly in linux_install.sh for Gentoo (#4395)
0.6.215         Keep pressed keys on layer state change (fixes #2053, #2279) (#3905)
0.6.216         Fix Split Common Split_util.c typo
0.6.217         Fix leader processing
0.6.218         Register the interrupting keycode in the tap dance state struct
0.6.219         Change rgblight_get_mode & rgb_matrix_get_mode's return type to uint8_t. (#4747)
0.6.22          Update to drashna keymaps and userspace (#2876)
0.6.220         Move Split Common VPATH addition (#4716)
0.6.221         Remove redundant, language-specific aliases for KC_ALGR (#4720)
0.6.222         Add explicit eeprom include in split_common
0.6.223         Final HS60v2 changes. (#4790)
0.6.224         Update to arm_atsam wait and timer routines
0.6.225         Improve consistency in UNICODEMAP code and docs, update docs/understanding_qmk (#4774)
0.6.226         Add missing parentheses to some important macros (#4775)
0.6.227         Adds Proton C Conversion (#4661)
0.6.228         Adds support for JacoBurge's TouchPad (#4186)
0.6.229         Fix Caps Lock LEDs once and for all (#4824)
0.6.23          Added archlinux support to linux_install.sh
0.6.230         Improved fix for __always_inline redefinition bug
0.6.231         Remove empty action_function()
0.6.232         Changed rest note (#4837)
0.6.233         Change handling of CUSTOM_MATRIX in common_features.mk slightly.
0.6.234         Add some function comments in action_layer.c (#4858)
0.6.235         Add documentation and fix formating (#4860)
0.6.236         Simplify split_common Code significantly (#4772)
0.6.237         MacOS Brightness Alias (#4836)
0.6.238         Defined IS_(HOST_)LED_ON/OFF() and improved LED documentation (#4853)
0.6.239         Allows Terminal to use ModTap/LayerTap keys (#4586)
0.6.24          Merge branch 'master' of github.com:qmk/qmk_firmware
0.6.240         Flip definitions of macOS brightness alias
0.6.241         Update Templates (stop living in the past, its 2019) (#4897)
0.6.242         Tidy up IS_{,HOST_}LED_{ON,OFF} macros (#4894)
0.6.243         Initial fixes for vagrant (#4900)
0.6.244         Rename i2c_slave functions so it can coexist with i2c_master (#4875)
0.6.245         Always read two bytes from the endpoint if we have two bytes to read
0.6.246         [Keymap] Adding keymap for Nyquist (#4918)
0.6.247         Add support for RETRO_TAPPING to LT(layer, kc)
0.6.248         Fix problem that MAGIC_SWAP_ALT_GUI will not be effective when OSM(mod) is used
0.6.249         Fix oneshot_time wrong type (#3696)
0.6.25          enable eeprom for rgb matrix
0.6.250         Fix process_combo which assign -1 to uint16_t (#3697)
0.6.251         Add MOD_MASK_* macros to core code (#4337)
0.6.252         Add C(), A() and G() to match already existing S() (#4673)
0.6.253         move `#include "rgb.h"` from quantum.h to quantum.c
0.6.254         Circular animation (#4796)
0.6.255         Fix RGBLIGHT_SLEEP function (#4865)
0.6.256         Adds a default value for IS_COMMAND for COMMAND feature (#4301)
0.6.257         Fix Command feature: use get_mods() instead of keyboard_report->mods (#4955)
0.6.258         Fix `1<col` instead of `1<<col` typo in matrix_is_on()
0.6.259         Prevent wasteful writing to eeprom.
0.6.26          Add Teensy ++ 2.0 bootloader support
0.6.260         Practice60 RGB and PWM Backlight (#4929)
0.6.261         Backlight - New option : BACKLIGHT_CAPS_LOCK (#4769)
0.6.262         arm_atsam ADC0 factory calibration correction
0.6.263         Moving cannonkeys boards to one place, eeprom fix (#4999)
0.6.264         Fix file size check for parallel make (#5012)
0.6.265         Remove duplicate make invocations
0.6.266         Change return type of layer_switch_get_layer() to uint8_t (#5011)
0.6.267         [Keyboard] New Macropad: 1upkeyboards super16  (#5039)
0.6.268         Add distclean target instead
0.6.269         Add One Shot Key callbacks (#4697)
0.6.27          Add effect speed support for RGB Matrix *No EEPROM yet*  (#2922)
0.6.270         Improvements to Space Cadet Shift (#3856)
0.6.271         Remove unnecessary IS_COMMAND definitions from recently added keyboards (#5065)
0.6.272         Fix Bootmgic Mod Handling for LM keycodes (#4740)
0.6.273         fix the led_matrix.h naming conflict
0.6.274         Fix travis_compiled_push.sh script issue (#5114)
0.6.275         Add Satisfaction75 to QMK, Enable EEPROM on stm32f072 (#5094)
0.6.276         Add makefile target 'show_build_options' and 'show_all_features' (#5048)
0.6.277         Fix ARM Audio issues and its EEPROM persistence (#4936)
0.6.278         Add a mechanism for force building a particular community layout (#5027)
0.6.279         Add kb and user level keyboard initialization functions  (#3113)
0.6.28          Added propper support for Lets split vitamins (#2559)
0.6.280         Debounce refactor / API (#3720)
0.6.281         Tweak issue templates (capitalisation mostly) (#5133)
0.6.282         Remove problematic unicode_map stub definition in process_unicodemap.c (#5110)
0.6.283         Enable custom chibios sub-platform
0.6.284         Improve RGB Light code (#4326)
0.6.285         Remove duplication of ssh keys and fix usage on PR builds (#5013)
0.6.286         Add samuel's literate keymap file for planck (#4998)
0.6.287         Add support for using ranges for RGB (#4981)
0.6.288         Added APA102 support (#4940)
0.6.289         Haptic feedback generalized - DRV2605 and solenoids (#4939)
0.6.29          gcc 8.10 compilation fix (#2914)
0.6.290         Add clang-format section to contributing.md
0.6.291         Move RGBLIGHT_LIMIT_VAL definition from rgblight.c to rgblight.h (#5167)
0.6.292         Change Command keycode defaults to match corresponding Bootmagic codes (#5078)
0.6.293         [Docs] Add section about EEPROM on ARM (#5070)
0.6.294         Migrate ACTION_LAYER_TAP_TOGGLEs to TT()
0.6.295          Relocate usb_detach to utils (#5121)
0.6.296         Fix Audio Clicky by adding missing punctuation (#5171)
0.6.297         Fixed grep issue in bootloader build target (#3848)
0.6.298         Stop all notes on startup, if there is no song and audio is disabled to prevent continouse tone (#5173)
0.6.299         Fix `quantum/split_common/matrix.c: select_col()/select_row()` (#5174)
0.6.3           Update whitefox to use the K-Type teensy workaround
0.6.30          General RGB matrix fixes (#2931)
0.6.300         Velocikey: Match RGB animation speed to typing speed (#3754)
0.6.301         Jotpad16 (#5212)
0.6.302         Fix Tx Bolt ghosting second character on key press (#5229)
0.6.303         Fix indentation in quantum_keycodes.h (#5221)
0.6.304         Ask for your name when generating a new keyboard (#5214)
0.6.305         Added two songs to song_list.h (FF Prelude and To Boldly Go) (#5252)
0.6.306         Clean up debounce a bit (#5255)
0.6.307         increase size of note counter variable to avoid overflow
0.6.308         Shallow clone submodules. (#5279)
0.6.309         Add 3 new songs and add new note type (#5351)
0.6.31          Move ckeys workshop to its own directory (#2928)
0.6.310         Fix return value of i2c_readReg and i2c_receive (#5410)
0.6.311         rgblight split transfer non-eeprom config (#5396)
0.6.312         Add avrdude split EE_HANDS flash commands (#5414)
0.6.313         Added 4 new songs to song_list.h
0.6.314         Unicode fix for new wincompose version (#5082)
0.6.315         Align docker and vagrant base images (#4905)
0.6.316         New RGB Matrix effect: Single color reactive (#5330)
0.6.317         correct typo in eeprom split target for dfu (#5445)
0.6.318         Fix i2c splits with >8 columns (#5454)
0.6.319         rgblight.c: add  remap feature (#5243)
0.6.32          Added bootmagic_lite() (#2942)
0.6.320         ISP Flashing Guide - atmega32a info (#4993)
0.6.321         Add support for RGB LEDs wired directly to each half's controller (#5392)
0.6.322         Added songs from Nier and Nier Automata
0.6.323         Add 3 speed mousekey movement option (#2246)
0.6.324         [Keymap] Add kwer keymap and RGB mod description to cypher (#5479)
0.6.325         Fixing dead links (#5503)
0.6.326         Update build instructions and Dockerfile to download submodules
0.6.327         Added some new songs (#5525)
0.6.328         RGB Matrix Overhaul (#5372)
0.6.329         Apply MAKEFLAGS to speed up CI
0.6.33          Xton has a dz60 (#2952)
0.6.330         Fix build detection of keymap and board changes
0.6.331         Max out range for max compatibility
0.6.332         Add vendor and product arguments to atmega32a_program.py - fix hex print
0.6.333         Change table names
0.6.334         fix combo enabling logic (#5610)
0.6.335         Features/ws2812 matrix driver (#5418)
0.6.336         Eager pk/pr optimization (#5621)
0.6.337         Fix wake from suspend LED functionality
0.6.338         [core] Fix for eager_pr #5643
0.6.339         convert to unix line-endings [skip ci]
0.6.34          Allow one-shot modifiers to be chained
0.6.340         Improve mouse keys docs and constant speed mode
0.6.341         RGB Matrix: Custom effects on a kb/user level (#5338)
0.6.342         Updated rgb_led struct field modifier to flags (#5619)
0.6.343         Removed forced in lining for lib8tion functions (#5670)
0.6.344         Removed forced in lining for lib8tion functions (#5670)
0.6.345         Simple extended space cadet (#5277)
0.6.346         Implement kb function for rgb matrix to led lookup (#5738)
0.6.347         Ignore VSCode ipsh folder (#5741)
0.6.348         [Docs] Use HTTPS for qmk.fm link (#5506)
0.6.349         Fixing incorrect usage of RGBLED_NUM in ws2812 driver when used with RGB Matrix (#5744)
0.6.35          List all Tap Dancing functions (#2945)
0.6.350         rgblight 255 hue (#5547)
0.6.351         Simple fix for selecting which tracked key press to work off of for simple reactive effects (#5745)
0.6.352         Adjusted the linear led table and hsv_to_rgb to better handle 255 hue (#5739)
0.6.353         If RGBLIGHT_EFFECT_BREATHE_CENTER is undefined, use fixed breathe table instead of exp() and sin() (#5484)
0.6.354         add a new keymap of DZ60 for MacOS (#5760)
0.6.355         Add option to enable LTO easily  (#5674)
0.6.356         Fix LIB_SRC insert position (#5731)
0.6.357         Add DFU Suffix for ARM boards (#5763)
0.6.358         New keycode macro (XP) for shifted character pairs using UNICODEMAP + bug fixes and improvements (#4803)
0.6.359         Fix up ps2avrgb templates (#5606)
0.6.36          Add rgblight set at commands
0.6.360         docker_build.sh: Docker requires access to hosts devices (#5063)
0.6.361         Space Cadet: Reducing unnecessary reported keypresses (#5781)
0.6.362         Re-fix Mousekey Movements (#5740)
0.6.363         Make python a required build dependency (#5784)
0.6.364         [Keyboard] Sol keyboard conversion to split common (#5773)
0.6.365         [Split] fix split_common i2c backlight disabling (#3886)
0.6.366         rgb_led struct conversion (aka: Per led (key) type rgb matrix effects - part 2) (#5783)
0.6.367         RGB Matrix Typing Heatmap (#5786)
0.6.368         Norman layout for the minidox keyboard (#5747)
0.6.369         Cleanup/rgb matrix (#5811)
0.6.37          Yet another update to drashna keymaps and userspace (EEPROM, RGB indicators) (#2959)
0.6.370         RGB Matrix Effects: Cycle Out to In & Cycle Out to In Dual (#5812)
0.6.371         Fix for Solid Reactive mode bug (#5846)
0.6.372         Update run command now that the install script is unattended, fix mount point for Debian (#5847)
0.6.373         Added check for event pressed to clear space cadet (#5839)
0.6.374         [Keymap] Pvinis master (#5843)
0.6.375         Fix arch installs as 8.1 is unavailable and #5456 has been merged (#5857)
0.6.376         Removes Erez personally from QMK (#5883)
0.6.377         Add effect range to rgblight.c (#5856)
0.6.378         Add effect range to rgblight.c (#5856)
0.6.379         Make delay for Capslock in Hold-Tap functions configurable  (#5497)
0.6.38          Fixed sprintf overflow
0.6.380         Adds a configurable initial delay to the audio clicky feature (#4286)
0.6.381         Adds a configurable initial delay to the audio clicky feature (#4286)
0.6.382         Fix bit count calculation for iterating layers
0.6.383         Single Color Band scrolling left to right effects (#5867)
0.6.384         Fixing hsv_to_rgb where s = 0 and v < 255 (#5915)
0.6.385         Reduce rgb matrix firmware size
0.6.386         Fix up Debouncing in AVR Templates (#5964)
0.6.387         Add Solus support to linux_install.sh script
0.6.388         Clean up duped filenames om qmk.fm (#5822)
0.6.389         Fixing matrix_scan so it properly returns changed status
0.6.39          Fix compile issues for atmega328p
0.6.390         Fix TO() and DF() calling layer_state_set_[kb,user] twice (#6003)
0.6.391         Add belgian layout for sendstring (#6008)
0.6.392         Copy avr teensy flash logic to arm (#6016)
0.6.393         Use qmk docker image for travis CI builds
0.6.394         Initial attempt to fix docker creating files as root
0.6.395         Add additional pins for Teensy 3.x and LC
0.6.396         Parameterise STM32 I2C pin modes and timing parameters. (#5671)
0.6.397         Have hexwire Iris keymap use I2C
0.6.398         Fixing OLED Driver for 128x64 displays (#6085)
0.6.399         fix indent size
0.6.4           Add support for rev3 of the Atom47 (#2672)
0.6.40          Import userspace config.h according to USER_NAME (#2983)
0.6.400         Add SH1106 OLED support (#5787)
0.6.401         [Keymap] Actually swap space and left control in gaming mode (#6162)
0.6.402         Fix breathing always on for soft PWM (#5983)
0.6.403         Remove one more copyrighted song (#6200)
0.6.404         [Keymap] mitosis:datagrok: use non-copyrighted songs, add workman ditty (#6205)
0.6.405         fix unselect_rows() in quantum/matrix.c (#6243)
0.6.406         Fix linux_install.sh script for OpenSuse v 15.1 (#6251)
0.6.407         Add makeful rules to .editorconfig
0.6.408         Added mod carry over from press to release. (#5866)
0.6.409         Fix chibios so the dfu-suffix is only applied once. (#6270)
0.6.41          Fix dead link to USB keycodes doc (#3050)
0.6.410         Add copyright year placeholders to new keyboard script (#6280)
0.6.411         Use QUANTUM_LIB_SRC for i2c_master.c inclusion (#5617)
0.6.412         Fix parentheses in macros, and in general clean up quantum.h (#5021)
0.6.413         Switch version incrementing to the command put together by @noroadsleft. (#6310)
0.6.414         Switching rgb_config_t to use HSV struct
0.6.415         Update docker util script and travis to use new base container
0.6.416         [Keyboard] add macro pad "Shiro" (#6338)
0.6.417         QMK CLI and JSON keymap support (#6176)
0.6.418         Fix compiling json files. (#6340)
0.6.419         Usbasploader bootloader option addition (#6304)
0.6.42          Add and fix _noeeprom functions to many of the RGB Underglow functions (#3070)
0.6.420         add 'objs-size' target into tmk_core/avr.mk (#5490)
0.6.421         Add user-overridable callback for cancelling UCIS input (#5564)
0.6.422         Remove lock LED example in quantum.c (#5636)
0.6.423         Sendstring LUT improvements (#5727)
0.6.424         Skip unsupported firmware check message in silent mode (#5765)
0.6.425         Add sendstring LUTs for French keymap (#5830)
0.6.426         Add out of bound check for Leader Key sequence array (#5840)
0.6.427         Remove commented out MCUs in rules.mk (#5884)
0.6.428         shell.nix: Downgrade gcc-arm-embedded (#5913)
0.6.429         Adding rgb matrix speed into eeprom storage. (#5965)
0.6.43          Add kuatsure map to preonic board (#3087)
0.6.430         Extend maximum number of backlight levels to 31 (#6351)
0.6.431         Change xprintf() calls in rgblight.c to dprintf() (#6363)
0.6.432         Merge pull request #6264 from zvecr/split_master_check
0.6.433         Update IS_COMMAND definitions to use MOD_MASK_SHIFT (#6348)
0.6.434         Refactoring wilba.tech PCBs, updating Rama Works U80-A  (#6272)
0.6.435         Add support for TAP_CODE_DELAY to Hold-Tap keys (#5400)
0.6.436         Fix MATRIX_X_PINS_RIGHT ARM compilation (#6395)
0.6.437         Remove NO_BACKLIGHT_CLOCK (#6418)
0.6.438         [Keymap] Personal keymap for the planck with muzak (#6402)
0.6.439         (OLED) Added support for CR (#6399)
0.6.44          Customizable LED test duration (#3086)
0.6.440         Removed print call to resolve  #6364 (#6413)
0.6.441         [Split] Add config option for DIRECT_PINS_RIGHT (#6479)
0.6.442         Fix qmk_install.sh on Windows dropping to command prompt (#6488)
0.6.443         MIDI: Fix basic noteon: send correct velocity (#6476)
0.6.444         Use the older `universal_newlines` name instead of `text` (#6506)
0.6.445         Extend allowed range of tappable keycodes to include modifiers (#5809)
0.6.446         Add some defaults for ATmega32A to mcu_selection.mk (#6253)
0.6.447         [Keymap] removes gamelayer, finally got rgb working (#5817)
0.6.448         Fix LT() crashing some ARM keyboards (#6529)
0.6.449         Enable PWM Support for Planck EZ Indicator Lights  (#6473)
0.6.45          Updated matrix.c for some PS2AVRGB boards and templates for new_project script (#2992)
0.6.450         Add an alternative method for keyboard discovery to speed up build (#6073)
0.6.451         Add support for different encoder pinout for right half of split keyboard (#6521)
0.6.452         Remove backslashes from template keymap (#6548)
0.6.453         Add ATmega32U2 to mcu_selection.mk (#6561)
0.6.454         Add a universal flash command for cli (#6224)
0.6.455         Remove superfluous JTAG disable code (#6445)
0.6.456         Relocate pca9555 driver to core (#6563)
0.6.457         Align flashing behaviour of dfu-util (#6578)
0.6.458         Add 'bootloadHID' flash target (#5587)
0.6.459         [Keyboard] New Keyboard: EVE Meteor (#6565)
0.6.46          Add Suspend functions (#3112)
0.6.460         Refactor `qmk compile-json` to `qmk compile` (#6592)
0.6.461         Added OLED Display autoscroll during periods of OLED data inactivity (#6546)
0.6.462         Fix Typo in :flash target for missing bootloader (#6615)
0.6.463         Decrement EECONFIG magic number
0.6.464         Make the CLI Ψ capital (#6637)
0.6.47          Added ASCII legend to melody96 to help visualize the layouts (#3117)
